Id,Actual,Predicted,Error,AbsError,PercentError,AbsPercentError,PriceRange
82,126500,133401.38088383837,6901.38088383837,6901.38088383837,5.455637062322823,5.455637062322823,$100-150k
89,109900,99716.51235897436,-10183.48764102564,10183.48764102564,-9.266139800751265,9.266139800751265,$100-150k
830,147000,147636.19182299185,636.191822991852,636.191822991852,0.4327835530556816,0.4327835530556816,$100-150k
812,144000,148176.5975846172,4176.597584617208,4176.597584617208,2.9004149893175053,2.9004149893175053,$100-150k
159,220000,229013.6610926212,9013.661092621187,9013.661092621187,4.097118678464176,4.097118678464176,$200-250k
1374,230000,220105.57487271636,-9894.42512728364,9894.42512728364,-4.301923968384191,4.301923968384191,$200-250k
673,141500,138277.7956471307,-3222.204352869303,3222.204352869303,-2.277176221109048,2.277176221109048,$100-150k
167,128500,130416.6673968254,1916.6673968254036,1916.6673968254036,1.491569958618991,1.491569958618991,$100-150k
1347,112000,155935.14578306885,43935.145783068845,43935.145783068845,39.2278087348829,39.2278087348829,$100-150k
634,108000,129475.6335136345,21475.6335136345,21475.6335136345,19.884845845957873,19.884845845957873,$100-150k
1342,83000,100261.43896825392,17261.43896825392,17261.43896825392,20.796914419583036,20.796914419583036,<$100k
1014,196000,192483.48077284716,-3516.519227152836,3516.519227152836,-1.7941424628330795,1.7941424628330795,$150-200k
441,210000,216005.4855536277,6005.485553627688,6005.485553627688,2.859755025536994,2.859755025536994,$200-250k
32,149350,144368.78880458465,-4981.2111954153515,4981.2111954153515,-3.3352602580618353,3.3352602580618353,$100-150k
1021,176485,188181.95928293883,11696.959282938828,11696.959282938828,6.627735661919612,6.627735661919612,$150-200k
102,198900,194888.72850365876,-4011.2714963412436,4011.2714963412436,-2.016727750800022,2.016727750800022,$150-200k
282,233230,254593.54996080368,21363.549960803677,21363.549960803677,9.159863637098004,9.159863637098004,$200-250k
718,190000,200737.0755250069,10737.07552500689,10737.07552500689,5.651092381582574,5.651092381582574,$150-200k
1119,143000,151057.1335703186,8057.133570318605,8057.133570318605,5.634359140082941,5.634359140082941,$100-150k
1330,216000,205024.36800412007,-10975.631995879929,10975.631995879929,-5.0813111092036705,5.0813111092036705,$200-250k
942,140000,130496.69915140411,-9503.300848595885,9503.300848595885,-6.788072034711347,6.788072034711347,$100-150k
801,189000,192100.3756525257,3100.3756525256904,3100.3756525256904,1.6404103981617408,1.6404103981617408,$150-200k
740,100000,126432.72689393935,26432.726893939354,26432.726893939354,26.432726893939357,26.432726893939357,<$100k
859,328900,277335.8042698413,-51564.19573015871,51564.19573015871,-15.677773101294834,15.677773101294834,>$300k
852,148000,149776.33192352098,1776.3319235209783,1776.3319235209783,1.2002242726493095,1.2002242726493095,$100-150k
1314,215000,236053.83245143745,21053.832451437454,21053.832451437454,9.79248020997091,9.79248020997091,$200-250k
948,165000,167294.4066190476,2294.4066190476005,2294.4066190476005,1.3905494660894548,1.3905494660894548,$150-200k
825,215000,196015.745156465,-18984.25484353499,18984.25484353499,-8.829885973737204,8.829885973737204,$200-250k
45,141000,140066.8332203906,-933.166779609397,933.166779609397,-0.6618204110704944,0.6618204110704944,$100-150k
1033,90000,146690.7118518518,56690.71185185181,56690.71185185181,62.9896798353909,62.9896798353909,<$100k
1112,197500,181275.12469246032,-16224.875307539682,16224.875307539682,-8.215126737994776,8.215126737994776,$150-200k
674,176000,169474.14602915806,-6525.853970841941,6525.853970841941,-3.707871574342012,3.707871574342012,$150-200k
567,325000,267587.5661525974,-57412.43384740257,57412.43384740257,-17.665364260739253,17.665364260739253,>$300k
457,187000,191308.4372342472,4308.437234247191,4308.437234247191,2.303977130613471,2.303977130613471,$150-200k
392,258000,262268.3932530864,4268.393253086426,4268.393253086426,1.654415989568382,1.654415989568382,$250-300k
286,167000,164241.94727398205,-2758.0527260179515,2758.0527260179515,-1.6515285784538634,1.6515285784538634,$150-200k
710,187500,186619.92227840025,-880.0777215997514,880.0777215997514,-0.4693747848532008,0.4693747848532008,$150-200k
730,162000,173219.32497176895,11219.324971768947,11219.324971768947,6.925509241832684,6.925509241832684,$150-200k
401,222000,225733.3713650793,3733.371365079307,3733.371365079307,1.6816988130987869,1.6816988130987869,$200-250k
1051,145000,171872.30165914787,26872.301659147866,26872.301659147866,18.532621833895078,18.532621833895078,$100-150k
509,315750,302600.85817748914,-13149.141822510865,13149.141822510865,-4.164415462394573,4.164415462394573,>$300k
642,167000,164328.01943121685,-2671.980568783154,2671.980568783154,-1.5999883645408108,1.5999883645408108,$150-200k
495,124500,138834.5408994709,14334.540899470914,14334.540899470914,11.513687469454549,11.513687469454549,$100-150k
543,234000,195227.47009543356,-38772.52990456644,38772.52990456644,-16.569457224173696,16.569457224173696,$200-250k
1040,135000,126282.46625,-8717.533750000002,8717.533750000002,-6.45743240740741,6.45743240740741,$100-150k
1345,237500,214484.6466993464,-23015.3533006536,23015.3533006536,-9.690675073959412,9.690675073959412,$200-250k
1313,283463,294581.4153515508,11118.415351550793,11118.415351550793,3.922351542018109,3.922351542018109,$250-300k
1270,130000,149582.80901284658,19582.809012846585,19582.809012846585,15.063699240651218,15.063699240651218,$100-150k
947,167500,192796.59653266612,25296.596532666124,25296.596532666124,15.102445691143954,15.102445691143954,$150-200k
1336,165500,163009.66890372674,-2490.331096273265,2490.331096273265,-1.5047317802255376,1.5047317802255376,$150-200k
1080,280000,295856.565123016,15856.565123016015,15856.565123016015,5.66305897250572,5.66305897250572,$250-300k
601,314813,297703.8364978353,-17109.16350216471,17109.16350216471,-5.434706794879725,5.434706794879725,>$300k
73,107400,119108.36301587294,11708.363015872936,11708.363015872936,10.901641541781132,10.901641541781132,$100-150k
101,118964,121043.98741758248,2079.9874175824807,2079.9874175824807,1.7484175192347944,1.7484175192347944,$100-150k
961,197000,193295.5373055991,-3704.4626944008924,3704.4626944008924,-1.8804379159395392,1.8804379159395392,$150-200k
585,220000,224323.5561071164,4323.5561071163975,4323.5561071163975,1.9652527759619989,1.9652527759619989,$200-250k
5,250000,299007.47797044617,49007.47797044617,49007.47797044617,19.602991188178468,19.602991188178468,$200-250k
1223,99900,99070.206031746,-829.7939682540018,829.7939682540018,-0.8306245928468486,0.8306245928468486,<$100k
565,253293,314684.95719869016,61391.95719869016,61391.95719869016,24.237526184572868,24.237526184572868,$250-300k
1061,92900,90479.86361823352,-2420.1363817664824,2420.1363817664824,-2.6050983657335656,2.6050983657335656,<$100k
228,89500,95094.7099206349,5594.709920634894,5594.709920634894,6.251072537022227,6.251072537022227,<$100k
1276,335000,270848.3059656086,-64151.694034391374,64151.694034391374,-19.149759413251154,19.149759413251154,>$300k
1013,173000,171542.6898015872,-1457.3101984128007,1457.3101984128007,-0.8423758372328328,0.8423758372328328,$150-200k
1280,119000,117654.94487018535,-1345.0551298146456,1345.0551298146456,-1.1302984284156685,1.1302984284156685,$100-150k
1193,214000,219127.4472547822,5127.447254782193,5127.447254782193,2.396003390085137,2.396003390085137,$200-250k
147,115000,117020.28738095234,2020.2873809523444,2020.2873809523444,1.7567716356107341,1.7567716356107341,$100-150k
110,180000,175227.5908556721,-4772.4091443278885,4772.4091443278885,-2.651338413515494,2.651338413515494,$150-200k
1062,160000,161128.7752428571,1128.7752428571112,1128.7752428571112,0.7054845267856945,0.7054845267856945,$150-200k
794,224000,206003.02022300445,-17996.979776995548,17996.979776995548,-8.034365971873013,8.034365971873013,$200-250k
966,337500,321045.2547607623,-16454.745239237673,16454.745239237673,-4.875480070885237,4.875480070885237,>$300k
940,135000,136362.50471981725,1362.5047198172542,1362.5047198172542,1.0092627554201883,1.0092627554201883,$100-150k
756,135000,144583.635487013,9583.635487013002,9583.635487013002,7.098989249639261,7.098989249639261,$100-150k
35,277500,278250.7723783069,750.7723783068941,750.7723783068941,0.27054860479527715,0.27054860479527715,$250-300k
788,157900,151753.76494107733,-6146.23505892267,6146.23505892267,-3.892485787791431,3.892485787791431,$150-200k
51,177000,176958.01267806266,-41.98732193734031,41.98732193734031,-0.023721650812056672,0.023721650812056672,$150-200k
1371,112000,120411.24061749362,8411.240617493619,8411.240617493619,7.510036265619302,7.510036265619302,$100-150k
1100,140000,130888.71293650792,-9111.287063492084,9111.287063492084,-6.508062188208632,6.508062188208632,$100-150k
1306,123000,111389.46314285712,-11610.536857142884,11610.536857142884,-9.43946085946576,9.43946085946576,$100-150k
571,137000,134162.0001275946,-2837.999872405402,2837.999872405402,-2.071532753580586,2.071532753580586,$100-150k
1226,181000,186052.605489418,5052.605489417998,5052.605489417998,2.791494745534805,2.791494745534805,$150-200k
1382,124000,136850.14009788362,12850.140097883617,12850.140097883617,10.36301620797066,10.36301620797066,$100-150k
378,191000,206591.8002057982,15591.800205798208,15591.800205798208,8.163246181046183,8.163246181046183,$150-200k
608,160000,144462.44600529104,-15537.553994708956,15537.553994708956,-9.710971246693099,9.710971246693099,$150-200k
131,220000,208236.5706790209,-11763.429320979107,11763.429320979107,-5.347013327717775,5.347013327717775,$200-250k
878,128000,135250.80027777771,7250.800277777715,7250.800277777715,5.664687717013839,5.664687717013839,$100-150k
553,135960,140128.0033195307,4168.00331953069,4168.00331953069,3.065609973176441,3.065609973176441,$100-150k
50,127000,128191.44673735328,1191.4467373532825,1191.4467373532825,0.9381470372860492,0.9381470372860492,$100-150k
1136,245350,251807.3910752833,6457.391075283289,6457.391075283289,2.6319099552815524,2.6319099552815524,$200-250k
1200,142000,145247.3458386818,3247.3458386817947,3247.3458386817947,2.28686326667732,2.28686326667732,$100-150k
301,360000,319715.79981445696,-40284.20018554304,40284.20018554304,-11.190055607095289,11.190055607095289,>$300k
1125,218000,184827.33730465051,-33172.662695349485,33172.662695349485,-15.216817750160313,15.216817750160313,$200-250k
691,189000,191379.42409147864,2379.424091478635,2379.424091478635,1.2589545457558915,1.2589545457558915,$150-200k
447,110000,123556.84120370366,13556.841203703661,13556.841203703661,12.324401094276057,12.324401094276057,$100-150k
174,172500,178041.94939153446,5541.949391534465,5541.949391534465,3.212724284947516,3.212724284947516,$150-200k
1177,189000,200421.6277125049,11421.62771250491,11421.62771250491,6.043189265875613,6.043189265875613,$150-200k
609,139900,137121.9296843712,-2778.0703156288073,2778.0703156288073,-1.985754335688926,1.985754335688926,$100-150k
1138,235000,203411.0267390289,-31588.973260971106,31588.973260971106,-13.442116281264301,13.442116281264301,$200-250k
188,130000,142739.49411968418,12739.494119684183,12739.494119684183,9.799610861295525,9.799610861295525,$100-150k
1233,378500,304047.4731640211,-74452.5268359789,74452.5268359789,-19.67041660131543,19.67041660131543,>$300k
339,157500,177308.85555555558,19808.85555555558,19808.85555555558,12.577051146384493,12.577051146384493,$150-200k
954,336000,314184.3144076478,-21815.68559235218,21815.68559235218,-6.492763569152435,6.492763569152435,>$300k
278,159000,175570.16592592586,16570.16592592586,16570.16592592586,10.421488003726957,10.421488003726957,$150-200k
668,148800,158498.79167099562,9698.791670995619,9698.791670995619,6.518005155238991,6.518005155238991,$100-150k
156,254900,235938.1296317141,-18961.87036828589,18961.87036828589,-7.438944828672378,7.438944828672378,$250-300k
1271,325000,295908.637366402,-29091.36263359798,29091.36263359798,-8.951188502645532,8.951188502645532,>$300k
720,142000,134720.79208333333,-7279.207916666666,7279.207916666666,-5.126202758215962,5.126202758215962,$100-150k
247,145000,144163.791642857,-836.2083571430121,836.2083571430121,-0.5766954187193186,0.5766954187193186,$100-150k
2,181500,169311.14796897548,-12188.852031024522,12188.852031024522,-6.715620953732519,6.715620953732519,$150-200k
361,172400,180273.05693443856,7873.0569344385585,7873.0569344385585,4.566738361043248,4.566738361043248,$150-200k
1075,106000,120407.27802014648,14407.278020146478,14407.278020146478,13.59177171711932,13.59177171711932,$100-150k
281,153575,134835.07492753625,-18739.925072463753,18739.925072463753,-12.20245812955478,12.20245812955478,$150-200k
903,201000,225491.4740082365,24491.474008236488,24491.474008236488,12.184812939421139,12.184812939421139,$200-250k
739,127500,121867.55255788662,-5632.447442113378,5632.447442113378,-4.417605836951669,4.417605836951669,$100-150k
911,239799,240417.0602173227,618.0602173226944,618.0602173226944,0.25774094859557145,0.25774094859557145,$200-250k
1006,119750,116630.66585858588,-3119.3341414141178,3119.3341414141178,-2.604871934375046,2.604871934375046,$100-150k
1296,227000,252943.638235081,25943.638235080987,25943.638235080987,11.428915522062109,11.428915522062109,$200-250k
694,165000,156816.90794708996,-8183.09205291004,8183.09205291004,-4.959449729036388,4.959449729036388,$150-200k
331,155000,146151.61061399715,-8848.389386002847,8848.389386002847,-5.708638313550224,5.708638313550224,$150-200k
238,241500,224032.344850631,-17467.655149369006,17467.655149369006,-7.232983498703523,7.232983498703523,$200-250k
879,255000,268736.7527221773,13736.752722177305,13736.752722177305,5.386961851834238,5.386961851834238,$250-300k
1103,117500,146000.97984848486,28500.979848484858,28500.979848484858,24.256153062540307,24.256153062540307,$100-150k
817,141000,137788.51933150188,-3211.480668498116,3211.480668498116,-2.277645864183061,2.277645864183061,$100-150k
1236,260000,227650.79986111104,-32349.200138888962,32349.200138888962,-12.442000053418832,12.442000053418832,$250-300k
802,185000,189367.63432560905,4367.634325609048,4367.634325609048,2.360883419248134,2.360883419248134,$150-200k
1145,119500,128539.2308056758,9039.230805675805,9039.230805675805,7.564209879226615,7.564209879226615,$100-150k
1284,275000,259418.47289632712,-15581.527103672881,15581.527103672881,-5.666009855881048,5.666009855881048,$250-300k
986,119200,128388.4227669553,9188.422766955293,9188.422766955293,7.708408361539676,7.708408361539676,$100-150k
69,244000,245732.078018278,1732.078018278,1732.078018278,0.7098680402778689,0.7098680402778689,$200-250k
955,159895,179142.9036427642,19247.9036427642,19247.9036427642,12.03783960897101,12.03783960897101,$150-200k
1262,155000,148950.9150491549,-6049.0849508451065,6049.0849508451065,-3.9026354521581332,3.9026354521581332,$150-200k
464,380000,308088.6236768879,-71911.37632311211,71911.37632311211,-18.924046400818977,18.924046400818977,>$300k
1088,130000,137603.8319920432,7603.831992043211,7603.831992043211,5.849101532340932,5.849101532340932,$100-150k
1202,138887,145175.033968254,6288.0339682539925,6288.0339682539925,4.527446030408888,4.527446030408888,$100-150k
133,174000,183440.4817712843,9440.481771284307,9440.481771284307,5.425564236370292,5.425564236370292,$150-200k
598,137500,150686.74237161534,13186.742371615343,13186.742371615343,9.590358088447521,9.590358088447521,$100-150k
613,124000,133620.9744444444,9620.974444444408,9620.974444444408,7.75885035842291,7.75885035842291,$100-150k
975,136905,150695.59708522962,13790.597085229616,13790.597085229616,10.073114265534214,10.073114265534214,$100-150k
829,127000,138152.77474506968,11152.774745069677,11152.774745069677,8.78171239769266,8.78171239769266,$100-150k
1123,120500,120855.51269841276,355.51269841275644,355.51269841275644,0.2950312849898393,0.2950312849898393,$100-150k
1418,175000,179946.80748818707,4946.807488187071,4946.807488187071,2.8267471361068974,2.8267471361068974,$150-200k
689,52000,89184.40636243387,37184.406362433874,37184.406362433874,71.50847377391129,71.50847377391129,<$100k
521,111250,120461.99177655682,9211.991776556824,9211.991776556824,8.280442046343213,8.280442046343213,$100-150k
1159,125000,132379.20146825394,7379.201468253945,7379.201468253945,5.903361174603155,5.903361174603155,$100-150k
1391,140000,141623.03034391534,1623.0303439153358,1623.0303439153358,1.1593073885109542,1.1593073885109542,$100-150k
785,181000,165439.8306282653,-15560.169371734693,15560.169371734693,-8.596778658416957,8.596778658416957,$150-200k
494,161000,147919.0815952381,-13080.918404761906,13080.918404761906,-8.124794040224787,8.124794040224787,$150-200k
507,159000,150826.60927489182,-8173.390725108184,8173.390725108184,-5.140497311388795,5.140497311388795,$150-200k
711,222500,239111.65263801685,16611.65263801685,16611.65263801685,7.465911297985102,7.465911297985102,$200-250k
643,197900,199457.70528501997,1557.7052850199689,1557.7052850199689,0.7871173749469271,0.7871173749469271,$150-200k
738,290000,302551.22323749383,12551.223237493832,12551.223237493832,4.328008012928908,4.328008012928908,$250-300k
931,185000,193911.7944115768,8911.79441157679,8911.79441157679,4.8171861684198864,4.8171861684198864,$150-200k
646,230500,245194.0298294169,14694.02982941689,14694.02982941689,6.374850251373922,6.374850251373922,$200-250k
1386,136500,142100.14400665896,5600.144006658957,5600.144006658957,4.102669601947953,4.102669601947953,$100-150k
1221,127500,128300.1095714286,800.1095714286057,800.1095714286057,0.6275369187675339,0.6275369187675339,$100-150k
1320,170000,191485.107931415,21485.107931414997,21485.107931414997,12.638298783185292,12.638298783185292,$150-200k
370,127000,141200.94214285715,14200.942142857151,14200.942142857151,11.181844206974136,11.181844206974136,$100-150k
443,175500,162104.07540082128,-13395.924599178717,13395.924599178717,-7.633005469617503,7.633005469617503,$150-200k
1037,178000,177766.71136255507,-233.28863744492992,233.28863744492992,-0.13106103227243254,0.13106103227243254,$150-200k
584,141000,133558.07271428575,-7441.92728571425,7441.92728571425,-5.277962613981738,5.277962613981738,$100-150k
828,170000,178705.85635762382,8705.856357623823,8705.856357623823,5.1210919750728365,5.1210919750728365,$150-200k
734,172500,170800.6974574314,-1699.302542568592,1699.302542568592,-0.9851029232281693,0.9851029232281693,$150-200k
502,265000,281220.6025199332,16220.602519933193,16220.602519933193,6.120982082993658,6.120982082993658,$250-300k
784,106000,135399.31270683024,29399.312706830242,29399.312706830242,27.73520066682098,27.73520066682098,$100-150k
1416,84500,141419.72982723295,56919.72982723295,56919.72982723295,67.36062701447686,67.36062701447686,<$100k
1299,125500,124364.62979731373,-1135.3702026862738,1135.3702026862738,-0.9046774523396605,0.9046774523396605,$100-150k
1144,285000,276113.8458540226,-8886.154145977402,8886.154145977402,-3.1179488231499652,3.1179488231499652,$250-300k
979,88000,88533.12129629632,533.1212962963182,533.1212962963182,0.6058196548821797,0.6058196548821797,<$100k
731,217000,203594.3110696178,-13405.688930382195,13405.688930382195,-6.17773683427751,6.17773683427751,$200-250k
519,107500,136070.86900738158,28570.86900738158,28570.86900738158,26.577552565006123,26.577552565006123,$100-150k
532,125000,122201.59833333336,-2798.401666666643,2798.401666666643,-2.2387213333333147,2.2387213333333147,$100-150k
1232,122000,145620.7364574314,23620.736457431398,23620.736457431398,19.361259391337214,19.361259391337214,$100-150k
1105,169000,181594.32910791,12594.329107909987,12594.329107909987,7.452265744325436,7.452265744325436,$150-200k
1000,105000,127576.18798412695,22576.187984126955,22576.187984126955,21.501131413454242,21.501131413454242,$100-150k
1400,120500,116411.85806854253,-4088.141931457474,4088.141931457474,-3.3926489057738376,3.3926489057738376,$100-150k
861,135500,133600.27144749693,-1899.7285525030748,1899.7285525030748,-1.402013691884188,1.402013691884188,$100-150k
1369,275000,255768.67217460315,-19231.327825396846,19231.327825396846,-6.993210118326125,6.993210118326125,$250-300k
1410,240000,263035.03703930555,23035.03703930555,23035.03703930555,9.597932099710645,9.597932099710645,$200-250k
67,80000,93306.7054761905,13306.705476190502,13306.705476190502,16.633381845238127,16.633381845238127,<$100k
476,86000,95687.07351851847,9687.073518518475,9687.073518518475,11.264038975021483,11.264038975021483,<$100k
115,155000,148954.65731456043,-6045.342685439566,6045.342685439566,-3.900221087380365,3.900221087380365,$150-200k
22,139400,127193.8157142857,-12206.184285714306,12206.184285714306,-8.756229760196776,8.756229760196776,$100-150k
916,143000,151862.62918340924,8862.62918340924,8862.62918340924,6.197642785600867,6.197642785600867,$100-150k
902,222000,232030.45128163105,10030.451281631045,10030.451281631045,4.518221298032002,4.518221298032002,$200-250k
640,149000,164028.34972222222,15028.349722222221,15028.349722222221,10.086140753169277,10.086140753169277,$100-150k
545,170000,163555.09143704132,-6444.908562958677,6444.908562958677,-3.791122684093339,3.791122684093339,$150-200k
271,192000,204833.9877149361,12833.987714936113,12833.987714936113,6.684368601529226,6.684368601529226,$150-200k
854,157000,156896.26754088502,-103.73245911498088,103.73245911498088,-0.06607163000954197,0.06607163000954197,$150-200k
408,142000,136869.39133852863,-5130.608661471371,5130.608661471371,-3.613104691177022,3.613104691177022,$100-150k
275,244600,244014.80385618075,-585.196143819252,585.196143819252,-0.23924617490566313,0.23924617490566313,$200-250k
994,87000,116106.23944444444,29106.239444444436,29106.239444444436,33.45544763729246,33.45544763729246,<$100k
431,172500,193899.54312020063,21399.54312020063,21399.54312020063,12.405532243594568,12.405532243594568,$150-200k
539,113000,111399.15523809522,-1600.8447619047802,1600.8447619047802,-1.4166767804467082,1.4166767804467082,$100-150k
1194,147000,141789.1016005292,-5210.898399470811,5210.898399470811,-3.544828843177422,3.544828843177422,$100-150k
572,143000,190207.07292592592,47207.072925925924,47207.072925925924,33.011939109039105,33.011939109039105,$100-150k
1239,177000,158289.5322895623,-18710.46771043769,18710.46771043769,-10.57088571211169,10.57088571211169,$150-200k
644,110000,158688.1614013824,48688.161401382386,48688.161401382386,44.26196491034762,44.26196491034762,$100-150k
407,126000,110123.43560526312,-15876.56439473688,15876.56439473688,-12.600447932330857,12.600447932330857,$100-150k
746,160000,172935.89224579118,12935.892245791183,12935.892245791183,8.08493265361949,8.08493265361949,$150-200k
1388,144000,143456.43318013466,-543.5668198653439,543.5668198653439,-0.37747695823982214,0.37747695823982214,$100-150k
999,293077,286555.3605775059,-6521.639422494103,6521.639422494103,-2.2252307149636796,2.2252307149636796,$250-300k
556,224500,215863.43960495165,-8636.56039504835,8636.56039504835,-3.847020220511514,3.847020220511514,$200-250k
605,135000,132360.78410117666,-2639.2158988233423,2639.2158988233423,-1.9549747398691424,1.9549747398691424,$100-150k
325,207000,191125.3585915393,-15874.64140846071,15874.64140846071,-7.668908892976188,7.668908892976188,$200-250k
648,193500,206732.93402756893,13232.934027568932,13232.934027568932,6.838725595642858,6.838725595642858,$150-200k
629,98300,112112.34021428572,13812.340214285723,13812.340214285723,14.051210797849158,14.051210797849158,<$100k
125,87000,98978.69959355454,11978.699593554542,11978.699593554542,13.768620222476486,13.768620222476486,<$100k
1162,176000,172720.47529476997,-3279.5247052300256,3279.5247052300256,-1.8633663097897872,1.8633663097897872,$150-200k
1038,167900,168479.0333333333,579.0333333332965,579.0333333332965,0.34486797697039695,0.34486797697039695,$150-200k
847,133000,132262.95464526216,-737.045354737842,737.045354737842,-0.5541694396525128,0.5541694396525128,$100-150k
1173,107000,120106.1305728716,13106.130572871596,13106.130572871596,12.24872016156224,12.24872016156224,$100-150k
1208,248328,249061.49949217783,733.499492177827,733.499492177827,0.29537526665451624,0.29537526665451624,$200-250k
173,211000,219322.946375615,8322.946375614993,8322.946375614993,3.9445243486326977,3.9445243486326977,$200-250k
923,129000,134055.14947089952,5055.149470899516,5055.149470899516,3.9187205200771444,3.9187205200771444,$100-150k
517,39300,66131.17035024153,26831.170350241533,26831.170350241533,68.27269809221764,68.27269809221764,<$100k
1317,171000,167339.16653069152,-3660.833469308476,3660.833469308476,-2.1408382861453075,2.1408382861453075,$150-200k
1294,256000,207230.81699999995,-48769.18300000005,48769.18300000005,-19.05046210937502,19.05046210937502,$250-300k
172,243000,220089.40685807663,-22910.593141923368,22910.593141923368,-9.428227630421139,9.428227630421139,$200-250k
1201,130000,134995.42846560857,4995.428465608566,4995.428465608566,3.8426372812373577,3.8426372812373577,$100-150k
934,272000,240483.55270940176,-31516.44729059824,31516.44729059824,-11.586929150955235,11.586929150955235,$250-300k
461,251000,255278.33929292933,4278.339292929333,4278.339292929333,1.7045176465853917,1.7045176465853917,$250-300k
918,124900,145540.2405555555,20640.2405555555,20640.2405555555,16.525412774664133,16.525412774664133,$100-150k
1261,138500,140426.27018518516,1926.2701851851598,1926.2701851851598,1.3908087979676245,1.3908087979676245,$100-150k
345,140000,143415.22700425575,3415.22700425575,3415.22700425575,2.439447860182679,2.439447860182679,$100-150k
843,236000,233225.90217099548,-2774.097829004517,2774.097829004517,-1.1754651817815749,1.1754651817815749,$200-250k
688,109900,114078.21318426348,4178.213184263484,4178.213184263484,3.801831832814818,3.801831832814818,$100-150k
396,177000,165570.1861111111,-11429.813888888893,11429.813888888893,-6.457521971123668,6.457521971123668,$150-200k
607,165150,167205.72552299546,2055.725522995461,2055.725522995461,1.244762653948205,1.244762653948205,$150-200k
621,85000,100209.84447619044,15209.84447619044,15209.84447619044,17.893934677871105,17.893934677871105,<$100k
685,302000,253747.61025396825,-48252.38974603175,48252.38974603175,-15.97761249868601,15.97761249868601,>$300k
470,164000,162140.67422222215,-1859.325777777849,1859.325777777849,-1.133735230352347,1.133735230352347,$150-200k
928,145000,158833.15267543858,13833.152675438585,13833.152675438585,9.54010529340592,9.54010529340592,$100-150k
877,125500,122752.04208939007,-2747.9579106099263,2747.9579106099263,-2.18960789690034,2.18960789690034,$100-150k
24,129900,137242.23494890376,7342.234948903759,7342.234948903759,5.6522208998489285,5.6522208998489285,$100-150k
683,213000,209649.07302731767,-3350.926972682326,3350.926972682326,-1.5732051514940497,1.5732051514940497,$200-250k
